chr,pos,vaf,endsratio,cmedian,strandFisherP,badQualFrac,logLikelihood,indelsMean
1,38465097,0.0169,1.0,7.0,0.76271,1.0,0.349136,0.0
1,39844231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40125082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41284159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43888709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43895513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43916128,0.1576,0.3929,1.0,3e-05,0.07143,33.877831,0.0
1,44157286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,44457973,0.1872,0.3611,2.0,0.00019,0.05556,47.819667,0.0
1,46111787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47144103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47276482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47489401,0.4286,0.6667,1.0,0.31429,0.1111,16.04537,0.0
1,51778014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52253305,0.44,0.7273,2.0,0.01696,0.4545,21.078465,0.0
1,52269600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,52863512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53683817,0.1154,0.5556,1.0,0.12978,0.1111,10.834445,0.0
1,53684323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53692689,0.0682,0.3333,2.0,0.93182,0.3333,2.720886,0.0
1,53746388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,55318987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,55468660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,55549444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,56673371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59042395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,61872279,0.1463,0.6667,1.0,0.10564,0.6667,7.972469,0.167
1,62738888,0.2459,0.8667,1.0,0.0452,0.0,23.783395,0.0
1,62907973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,62908819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,63879926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,64515685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,66036406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,66043985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,67299238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75006046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75042640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75204477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75681547,0.8725,0.3371,1.0,0.32861,0.03371,290.633606,0.0
1,77333414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,77660586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,79987047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,85412613,0.1818,0.5,2.0,0.81818,0.0,2.892991,0.0
1,86964413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,87108365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,89294817,0.1212,0.5,1.0,0.7665,0.0,8.618346,0.0
1,92941599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,92946028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,93602337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,93646510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,94461565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,94940561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,98039231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,101004797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,101185369,0.0116,1.0,1.0,0.88372,0.0,1.082511,0.0
1,101196821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,101203660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,104696012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,107600308,0.1736,0.3636,1.0,2e-05,0.04545,28.523492,0.0
1,109715212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,109940425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110199232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110884007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,111663168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,111860269,0.0118,1.0,5.0,0.85882,1.0,0.21963,0.0
1,112028340,0.0548,0.5,3.0,0.89269,0.5,3.934923,0.0
1,112323400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,112999968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,114357400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,114401090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,114523745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,115615659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,116228071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,118514754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,118527487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,118629536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,119985481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,120267396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,120612034,0.0444,0.5,2.5,0.53333,0.5,3.406518,1.0
1,121357952,0.037,0.5,1.5,0.92662,1.0,3.246144,0.0
1,121358074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,121484796,0.0118,0.3478,3.0,0.40544,0.4783,14.61534,0.0435
1,142535896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,142535918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,142537140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,144220777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,144828378,0.2222,0.0,1.0,0.77778,0.5,4.884241,0.0
1,145281780,0.1818,0.3333,1.0,0.6679,0.2222,39.233985,0.0
1,145355601,0.25,0.5,2.0,0.96429,0.0,5.00078,0.0
1,145532054,0.1349,0.3333,2.0,0.97699,0.05556,31.143199,0.0
1,145595052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,149034912,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,149103100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,149908524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,149922012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,150235331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,150245157,0.2045,0.3182,1.0,0.30894,0.04545,25.251239,0.0
1,150444562,0.2462,0.5455,2.0,0.0,0.1515,147.703158,0.0101
1,150529571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,151105615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,151384052,0.0159,1.0,3.0,0.90476,0.0,0.773253,0.0
1,151733379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,151992695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,152083690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,152276246,0.3836,0.3069,1.0,0.99978,0.6096,100.0,0.00209
1,152327930,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,153309756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,153825695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,153904889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,153914262,0.2308,0.8333,1.5,0.44706,0.08333,18.432868,0.0
1,153968276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,154227292,0.1286,0.9,1.0,0.9396,0.0,13.7134,0.0
1,154303890,0.3371,0.1667,1.0,0.00766,0.2,49.571218,0.0
1,154304168,0.0537,0.9091,2.0,0.71524,0.0,10.754526,0.0
1,154600293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,154897567,0.1448,0.814,2.0,0.0,0.2791,53.019949,0.0233
1,155033161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,155148061,0.2638,0.7727,1.0,0.0,0.3409,67.377549,0.0
1,155167457,0.0435,0.75,2.0,0.45916,0.5,2.869915,0.0
1,155236543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,155448135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,156555083,0.1667,0.0,2.0,1.0,0.3333,3.918278,0.0
1,156848857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,158301078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,158324226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,158326459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,158494613,0.6061,0.25,1.0,0.97415,0.0,59.829331,0.0
1,158817714,0.0039,0.0,1.0,0.76863,0.0,0.672361,0.0
1,159860397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,160163511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,160181376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,162327006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,162949531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,165991691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,167024078,0.2727,0.1667,2.0,0.72727,0.1667,9.762561,0.0
1,167024106,0.1034,0.5714,2.0,1.0,0.1429,7.029109,0.0
1,167663504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,167871297,0.0493,0.6842,2.0,0.16454,0.3684,16.748589,0.105
1,169993487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,171177952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,172011159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,173457043,0.3798,0.2653,1.0,0.96969,0.0,134.853381,0.0
1,176809306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,178410793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,179170786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,180794038,0.0051,0.0,3.0,0.62944,0.5,-0.035481,0.0
1,181980681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,183920054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,185137464,0.9655,0.8929,3.0,1.0,0.4643,91.950059,0.214
1,186269417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,196882005,0.0018,0.0,2.0,0.63441,0.0,-0.250185,0.0
1,200569609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,200978409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,201162531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,201184879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,201781220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,201982105,0.3235,0.2121,1.0,0.75454,0.0,90.573775,0.0
1,202123259,0.0957,0.5385,2.0,0.52749,0.0,12.942934,0.0
1,202173711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,202935008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,203154537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,203816501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,205549757,0.1441,0.6,2.0,0.00558,0.2857,44.004285,0.0
1,205549763,0.1341,0.6857,2.0,0.00881,0.4,44.39274,0.0
1,206653287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,206653291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,206767112,0.0071,0.5,3.0,0.63571,1.0,0.061596,0.0
1,207263701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,207643178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,209346512,0.3125,0.2,1.0,0.80405,0.0,25.739828,0.0
1,209796305,0.1403,0.4366,1.0,0.0,0.01408,88.083651,0.0
1,211534255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,213036939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,213174225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,214782036,0.2,0.1765,2.0,0.48519,0.7647,38.85668,0.0
1,214816318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,215960153,0.2217,0.4694,1.0,0.0,0.02041,70.653884,0.0
1,216363442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,218458651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,220206819,0.0067,0.0,1.0,0.72,0.0,1.17874,0.0
1,220239390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,222737281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,224137174,0.3,0.0,1.0,0.66667,0.0,7.778559,0.0
1,226259230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,226413517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,228210672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,228346066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,228402002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,228491489,0.2494,0.4528,1.0,0.0,0.0283,157.953457,0.0
1,228509650,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,229749921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,231403737,0.8889,0.25,1.0,1.0,0.0,26.050847,0.0
1,236648996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,236917155,0.0779,0.5263,2.0,0.09824,0.4211,20.559929,0.0526
1,236917161,0.1444,0.6429,2.0,0.00414,0.3095,55.800127,0.0238
1,236971916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,236972137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,237896934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,237947549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,237969439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,242219960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,244855232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,246672415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,247040591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,247059312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,247599206,0.4038,0.6279,2.0,0.20768,0.2558,76.06342,0.0
1,248343361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,248757060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1175122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3143075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3145994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3174728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3180230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3200273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5684544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5967345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5969422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8556560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,9673403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12009490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13336644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13702301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,15172178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,16556759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,16737066,0.4573,0.28,1.0,0.74774,0.02667,217.843367,0.0
10,17114017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,17130315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,18898767,0.3881,0.2308,1.0,0.12939,0.0,136.255579,0.0
10,20019735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,21074902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,26513499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,26856491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,27059829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,28023406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,29137278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,30749762,0.0033,1.0,2.0,0.52475,0.0,-0.137426,0.0
10,32141466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33134906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33552895,0.1071,0.3333,3.0,1.0,0.3333,3.314212,0.0
10,35842081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,37436307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38777021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38777025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38797400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38816312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38816442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38817052,0.3333,0.0,3.0,0.66667,0.0,2.647818,0.0
10,38877648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39097103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39099612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39104075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39106949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39140065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39147212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42355585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42357766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42357806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42363740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42364210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42365719,1.0,0.0,2.0,1.0,0.0,3.476687,1.0
10,42381824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42390509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42394036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42398039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42530297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42534874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42641615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42661929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42794843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,43087986,0.34,0.3824,1.0,0.26981,0.0,86.047938,0.0
10,43701423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,43978163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,45936144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,46965917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,46999601,0.0047,1.0,2.0,0.69302,1.0,-0.059081,0.0
10,48382051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,50534724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,60154304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,60936709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,61846677,0.0909,0.0,4.0,0.81818,1.0,1.031965,0.0
10,67829128,0.3582,0.35,1.0,0.52929,0.01429,100.0,0.0
10,71139778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,71266675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,71921709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,72294091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,72520376,0.5048,0.2075,1.0,0.75517,0.0,149.165165,0.0189
10,73050762,0.1986,0.5789,2.0,0.0,0.2982,157.525758,0.0
10,73579950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,73827379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,74773963,0.0056,0.0,1.0,0.78771,0.0,-0.009487,0.0
10,74898993,0.1875,0.3333,2.0,1.0,0.3333,4.084284,0.333
10,75519535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,76467929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,76748715,0.1818,0.3478,2.0,1.0,0.1739,29.9306,0.0
10,76784940,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,76803797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,79553756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,80127304,0.1034,0.0,1.0,0.82375,0.0,6.245388,0.0
10,81056148,0.3256,0.7333,1.0,0.45226,0.1667,46.359474,0.0
10,82465897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,88769326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,88817578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,91130769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,91352409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,92616870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,94225620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,96058229,0.0042,1.0,1.0,0.61017,0.0,-0.07854,0.0
10,96602538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,98808613,0.1094,0.7,2.0,0.70228,0.4,8.093886,0.6
10,99093826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,99118265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,99126427,0.1279,0.4091,2.0,0.00769,0.04545,26.056799,0.0455
10,99359672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,100174882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,101605233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,101835612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,104120011,0.2118,0.7164,2.0,0.0,0.5373,100.0,0.0
10,104176107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,104835916,0.0811,0.3333,1.0,0.68378,0.0,5.416187,0.0
