"chr","pos","endsratio","cmedian","strandFisherP","badQualFrac","logLikelihood","indelsMean","label"
"11",8462278,0.3333,1,0.70644,0,5.59154,0,"technical_artifact"
"11",43333666,0.0667,1,0.19861,0,35.003483,0,"true_variant"
"11",43919005,0.375,1,0.39204,0.125,13.03272,0,"technical_artifact"
"11",45923421,0.4138,1,0.87019,0.06897,32.556352,0,"technical_artifact"
"11",47213027,0.1333,1,0,0,35.163061,0,"true_variant"
"11",47510410,0.375,1,0,0.08333,21.523295,0,"technical_artifact"
"11",55656479,0.1333,2,0.88867,0.4,26.591341,0,"technical_artifact"
"11",55656487,0.1538,2,0.72166,0.3077,21.659534,0,"technical_artifact"
"11",59623551,0.75,2.5,0.09862,0.4375,23.183062,0,"true_variant"
"11",64606389,0.6364,2,0.01346,0,15.530165,0,"true_variant"
"11",65396240,0.7778,2,0.23978,0.5556,13.804352,0,"true_variant"
"11",67066613,0.9048,2,0.14166,0.2857,27.269614,0,"true_variant"
"11",71715059,0.5,2,0,0.3947,33.753362,0.0526,"technical_artifact"
"11",71850070,0.7647,1,0.1663,0.7059,20.840177,0,"true_variant"
"11",71906425,0.6,1,0,0.0375,73.885053,0,"technical_artifact"
"11",71945564,0.7143,2,0.02054,0.1429,6.6024,0,"true_variant"
"11",73620592,0.8333,2,0.09124,0.2778,56.75459,0,"true_variant"
"11",103157095,0.3548,1,0.31538,0.03226,68.174059,0,"true_variant"
"11",107200719,0,1,0.83711,0,5.74255,0,"technical_artifact"
"11",108121426,1,1,0.00138,0.1538,38.835489,0.0385,"technical_artifact"
"11",111368994,0.2,1,1,0,10.778053,0,"true_variant"
"11",111385466,0.75,2,0.9966,0.08333,20.707297,0,"technical_artifact"
"11",117265561,0.4565,2,0.80952,0.04348,60.530157,0.0217,"true_variant"
"11",118178055,0.8,1,0.62356,0,7.746545,0,"technical_artifact"
"11",118773105,0.75,1,0.01028,0.25,12.041835,0,"true_variant"
"11",118827899,0.8438,1,5e-04,0.1562,35.05221,0,"true_variant"
"12",250282,0.3684,2,0.00026,0.2105,20.918306,0.0526,"true_variant"
"12",330742,0.4167,2,0.11507,0.25,13.517868,0.0833,"technical_artifact"
"12",6933730,0.6667,2,0.00339,0,7.84863,0,"technical_artifact"
"12",7249777,1,1,0.89744,0.25,4.934972,0,"true_variant"
"12",31242218,0.4,2,0.71408,0.1,23.11475,0,"true_variant"
"12",46318571,0.8421,1,0.00303,0.05263,18.370359,0,"technical_artifact"
"12",51868960,0.7333,2,0,0.1,28.955331,0,"technical_artifact"
"12",53946426,0.6,2,0.42003,0,10.522219,0,"technical_artifact"
"12",56487711,0.9333,2,0.01538,0.1333,18.013046,0,"true_variant"
"12",56742678,0.3333,1,0.70718,0,4.535829,0,"technical_artifact"
"12",57112395,0.6,1,0.33488,0.4,11.49905,0,"true_variant"
"12",57112437,0.3333,1,0.16202,0.1111,9.000327,0,"technical_artifact"
"12",57849937,0.7778,2,0,0.25,38.467473,0,"true_variant"
"12",57849943,0.6389,2,0,0.25,40.391703,0,"true_variant"
"12",57870605,0.5385,2,0.29917,0.07692,14.818174,0,"true_variant"
"12",97303692,0.8571,1,0.99842,0,12.788551,0.143,"technical_artifact"
"12",100480150,0.7143,1,0.77132,0,14.070819,0,"technical_artifact"
"12",100660812,0.7273,3,0.00377,0.5909,23.828415,0.273,"true_variant"
"12",104390418,0,1,1,0,11.417565,0,"true_variant"
"12",108008872,0.8182,2,0.72649,0.1818,17.10796,0,"true_variant"
"12",112846063,0.3913,1,0.24974,0.08696,30.686273,0,"true_variant"
"12",119145421,0.4,3,0.29146,0.8,7.252488,0,"technical_artifact"
"12",122213047,0.5385,2,0.89998,0.1538,14.35479,0,"true_variant"
"12",122287733,0.4286,1,0.57012,0,9.840342,0,"true_variant"
"12",123428868,0.5,2,0.3894,0.3,9.980921,0,"technical_artifact"
"12",123960260,0.3333,1,0.55914,0,5.643196,0,"technical_artifact"
"12",130922908,0.4375,1,0.00027,0.0625,18.354966,0,"true_variant"
"13",19753737,0.2759,1,0.89689,0,70.399787,0,"technical_artifact"
"13",19989405,0.1429,2,0.2274,0.7143,11.350327,0,"technical_artifact"
"13",20134757,0.129,2,0.98334,0.3548,71.446652,0,"true_variant"
"13",20134758,0.129,2,0.98489,0.3548,73.028053,0,"true_variant"
"13",21295920,0.7101,1,0,0.02174,100,0.00725,"true_variant"
"13",21750610,0.5,1,0.74484,0,7.563097,0,"true_variant"
"13",22300150,0.4444,2,0.18596,0.3333,14.91965,0,"technical_artifact"
"13",23280037,0.1667,1,0.96793,0,13.185781,0,"true_variant"
"13",28931560,0.4444,2,0.81176,0.1667,22.610917,0,"true_variant"
"13",30091942,0.3793,2,0.0345,0.2414,33.475761,0,"technical_artifact"
"13",50466207,0.5,1,0.88322,0.09091,41.636439,0,"technical_artifact"
"13",59105012,0.3286,1,3e-05,0.3143,159.079979,0,"technical_artifact"
"13",77595829,0.3158,1,0.44743,0,29.922978,0,"technical_artifact"
"13",86369985,0.375,1,0.58977,0,10.702906,0,"technical_artifact"
"13",96743860,0.25,1,1,0.25,5.336629,0,"true_variant"
"13",109672053,0.1333,1,0.14571,0,30.667307,0,"technical_artifact"
"13",113975820,0.6304,2,0,0.1957,49.142901,0,"technical_artifact"
"14",36230213,0.25,1,0.95785,0,8.858145,0,"true_variant"
"14",78234778,0.5,2,0.98947,0,6.53252,0,"technical_artifact"
"14",100835602,0.75,3,1,0.5,4.939223,0,"technical_artifact"
"14",103933349,0,2,1,0,4.606996,1,"technical_artifact"
"14",105612740,0.3333,1,0.27696,0,4.528387,0,"technical_artifact"
"15",31266522,0,1,0.59057,0,6.028274,0,"technical_artifact"
"15",40627441,0.1944,1,0.45232,0,79.862666,0,"technical_artifact"
"15",91425070,0,1,0.99443,0,5.334061,0,"technical_artifact"
"16",1261924,0.8523,1,1e-05,0.1364,84.333769,0.0114,"technical_artifact"
"16",1716132,0,1,0.61457,0,5.808274,0,"technical_artifact"
"16",2105339,0.7273,2,0.31918,0.2727,11.310542,0,"true_variant"
"16",2331576,0.625,3,0.86538,0.625,8.850529,0,"technical_artifact"
"16",3107154,0.55,1,0,0.025,39.315087,0,"technical_artifact"
"16",4390299,0.75,2,0.80543,0.35,22.214073,0,"true_variant"
"16",19592996,0.9167,3,0.21251,0.1667,12.021693,0.833,"true_variant"
"16",20355514,0.5714,2,0.14843,0.4286,5.165866,0,"technical_artifact"
"16",20442562,0.2453,2,0.68758,0.5283,126.101213,0,"technical_artifact"
"16",21817457,0.25,1,0.82125,0.75,14.144265,0,"technical_artifact"
"16",32391590,0.4,1,0.59544,0.2,11.51749,0,"true_variant"
"16",56509445,1,3,0.48255,0.2353,26.31559,0.0588,"true_variant"
"16",70531133,0.2727,1,0.68418,0,19.457974,0,"technical_artifact"
"16",81303687,0.1935,1,0.00404,0.06452,40.492849,0,"technical_artifact"
"17",2237984,0.6154,2,0.00031,0.3846,14.097281,0.0769,"technical_artifact"
"17",3631198,0.6667,2,0.92674,0,6.094004,0,"technical_artifact"
"17",5292227,0.3333,1,0.54757,0,5.180265,0,"technical_artifact"
"17",6946263,0,1,0.56653,0,5.62036,0,"technical_artifact"
"17",7829178,0.5833,2,0.00333,0.3333,15.846248,0.167,"true_variant"
"17",7829184,0.6471,2,0.00028,0.4706,24.176008,0.118,"true_variant"
"17",8216393,0.7692,2,0.00118,0.07692,15.922796,0,"true_variant"
"17",28849348,0.7642,1.5,0,0.0566,147.733695,0.00943,"technical_artifact"
"17",31324363,0.5,2.5,1,0.125,33.608058,0.125,"technical_artifact"
"17",31324364,0.6154,2,1,0,24.381788,0,"technical_artifact"
"17",36091861,0.7143,1,0.88719,0.4286,5.858267,0,"technical_artifact"
"17",36865486,0.3908,2,0,0.3103,120.160986,0,"true_variant"
"17",37883561,0.8696,1,0.3682,0.3043,34.63079,0.0435,"true_variant"
"17",38430100,0.8571,2,0.00287,0.1429,15.685549,0,"true_variant"
"17",38856512,0.6373,1,0,0.06863,137.377707,0,"true_variant"
"17",39674987,0.45,2,0.00279,0.35,17.201213,0.05,"true_variant"
"17",40849274,0.25,2,0.3466,0.125,4.685926,0,"technical_artifact"
"17",42427767,0.6364,2,0.01922,0.3636,9.359159,0,"true_variant"
"17",43587576,0.5,1.5,0.67589,0.5,9.194962,0,"technical_artifact"
"17",44360679,0.2759,1,0.39791,0.05172,139.045476,0,"true_variant"
"17",45247328,0.6667,1,0.03834,0.619,43.09858,0,"technical_artifact"
"17",53398245,0.3333,1,0.98246,0,6.833776,0,"technical_artifact"
"17",56435433,0.3,1,0,0.1333,30.584683,0,"technical_artifact"
"17",72832120,0.7857,2,0,0.2143,53.553413,0,"true_variant"
"17",76800004,0.5,2,0.0101,0.25,7.236279,0,"true_variant"
"18",6462693,0.1111,1.5,0.01315,0.6667,25.680701,0,"true_variant"
"18",28910068,0,1,0.62195,0,5.74255,0,"technical_artifact"
"18",57106876,0.25,1,0.49704,0,21.588362,0,"technical_artifact"
"19",1051419,0.8333,1.5,0.28081,0,8.761581,0,"technical_artifact"
"19",1816627,0.8571,2,0.23771,0.2857,8.888001,0,"true_variant"
"19",7569163,0.7143,1,0.00018,0.04762,27.010902,0,"true_variant"
"19",10940985,0.6604,1,0,0.09434,69.72103,0,"true_variant"
"19",11447789,0.3333,2,1,0.6667,4.632451,0.333,"technical_artifact"
"19",11493728,0.8333,1,0.84649,0.1667,6.2321,0,"technical_artifact"
"19",13248046,0.375,2,0.13662,0.2083,31.402247,0,"technical_artifact"
"19",14038862,0.9286,2,0.02067,0.2143,16.783675,0,"true_variant"
"19",14269860,0.1818,3,0.2202,0.09091,10.589521,0,"technical_artifact"
"19",16240249,0.36,1,0.68588,0,34.462891,0,"technical_artifact"
"19",16318814,0.697,2,0.00044,0.2424,97.155222,0.0303,"true_variant"
"19",17169322,0.6667,1,0.81656,0,5.406038,0,"technical_artifact"
"19",17535839,0.1,1,0.40602,0.2,9.856624,0,"true_variant"
"19",20026064,0.2917,2,0.10136,0.1667,40.288848,0,"technical_artifact"
"19",22836890,0.3333,2,1,0,6.992046,0,"technical_artifact"
"19",33695616,0.4,1,0.00821,0.2,8.016175,0,"technical_artifact"
"19",36223727,0,1,0.53659,0,5.642923,0,"true_variant"
"19",36398299,0.375,2,0.0448,0.375,5.492284,0,"true_variant"
"19",39957463,0.9091,2,1,0.09091,14.665583,0,"true_variant"
"19",41822687,0.64,2,0.00071,0.16,34.658602,0,"true_variant"
"19",42507467,0.8947,2,0.00354,0.2105,23.555634,0,"true_variant"
"19",42798067,0.44,2,7e-05,0.24,53.265035,0,"technical_artifact"
"19",43174836,0.1538,1,0.32515,0.07692,25.809293,0,"true_variant"
"19",44280866,0,2.5,0.81818,0,6.185755,0,"true_variant"
"19",44946983,0.7826,2,3e-05,0.1304,27.934311,0.0435,"true_variant"
"19",47775003,1,2,1,0,4.937318,0.667,"technical_artifact"
"19",52249853,0.3333,1,0.30507,0.08333,17.825572,0,"technical_artifact"
"19",54849288,0.4286,1,0.64224,0,47.854182,0,"true_variant"
"2",24307240,0.3,2,0.62459,0.5,39.258796,1,"technical_artifact"
"2",25384597,0,1,0.81197,0,6.293553,0,"technical_artifact"
"2",30966396,0.75,1,0.62447,0,10.985653,0,"technical_artifact"
"2",37353603,0.1333,1,0.21834,0,12.77663,0,"true_variant"
"2",38978477,0.3333,2,1,0.2222,10.690511,0,"true_variant"
"2",69646692,0,1,0.53846,0,5.808274,0,"technical_artifact"
"2",70439945,0.9,2,0.14266,0.2,8.561235,0,"technical_artifact"
"2",97370300,0.3214,1,0.40495,0.05357,130.594342,0,"true_variant"
"2",122206525,0.3333,1,0.85664,0,5.139501,0,"technical_artifact"
"2",136719004,0.8235,2,0.70368,0.2941,26.419614,0,"technical_artifact"
"2",161350050,0.3333,2,0.6,0,7.079085,0,"true_variant"
"2",166237322,0.5,1,1,0,9.169207,0,"true_variant"
"2",219602742,0.4571,1,2e-05,0.08571,42.99216,0,"true_variant"
"2",233744134,0,2,0.86076,0.5455,22.051139,1,"true_variant"
"2",241683392,0.2237,1,0,0.07895,100.812227,0,"true_variant"
"2",242130545,0.3953,1,0.22702,0.1163,56.106719,0,"true_variant"
"20",19665709,0.3846,2,0.77127,0,19.410483,0,"true_variant"
"20",19665741,0.25,1.5,0.26419,0.1,24.938013,0,"true_variant"
"20",20491921,0.7143,2,0.01473,0,15.896118,0,"true_variant"
"20",23361971,0.4286,1,0.81502,0,22.045549,0,"true_variant"
"20",25436382,0.75,1,0,0.03,88.637357,0,"technical_artifact"
"20",31647953,0.25,2,0.81538,0,17.246385,0,"technical_artifact"
"20",32026682,0.5526,1,0,0.05263,93.692209,0,"technical_artifact"
"20",33345744,0.1667,1,0.40261,0,8.485112,0,"technical_artifact"
"20",39813768,0.3571,1,0.29718,0.1429,16.54364,0,"technical_artifact"
"20",39984611,0.22,2,0,0.16,61.550928,0.02,"technical_artifact"
"20",39984623,0.6364,1,0,0.1061,84.708566,0.0152,"true_variant"
"20",40714569,0.5,1,0.89286,0,12.587106,0,"true_variant"
"20",42331249,0.7073,1,0,0,83.393195,0,"technical_artifact"
"20",42788410,0.6875,2,0.01775,0.3438,41.342827,0,"technical_artifact"
"20",46279836,0.6,3,0.21768,0.8,4.36243,0.2,"true_variant"
"20",60968461,0.3684,1,0.57936,0,33.265244,0,"technical_artifact"
"20",61522485,0.7179,1,0.10611,0.07692,53.862912,0.0256,"true_variant"
"21",9768984,0,2,0.60469,0.1667,40.569485,0.111,"true_variant"
"21",11049343,0.2308,2,1,0.07692,22.934583,0,"technical_artifact"
"21",14439185,0,2,0.53308,1,4.251789,0,"technical_artifact"
"21",23526212,0,1,1,0,6.992046,0,"true_variant"
"21",32433188,0.1,1,0.65895,0,19.407014,0,"true_variant"
"21",44589929,0,1,0.44469,0,8.220243,0.25,"technical_artifact"
"21",45092174,0.7143,1,0.0794,0.1224,62.177068,0,"true_variant"
"22",17673862,0.3333,1,0.90693,0,5.222362,0,"technical_artifact"
"22",19839545,0.4762,2,0.00265,0.04762,24.263818,0,"true_variant"
"22",21080834,0.6667,1,0.7687,0,6.350004,0,"technical_artifact"
"22",31674227,0.4667,1,0.00024,0,22.650475,0,"technical_artifact"
"22",33733827,1,1,0.88095,0,5.759815,0,"technical_artifact"
"22",36914958,0,1.5,0.59263,0,6.668487,0,"technical_artifact"
"22",43089751,0.5,2,0.79279,0.6667,4.829411,0,"true_variant"
"22",50694013,0.75,2,0,0.2917,33.608187,0,"technical_artifact"
"3",4715021,0.6739,2,0.03889,0.1739,65.670367,0,"technical_artifact"
"3",52526395,0.4667,1,0.0749,0,29.316679,0,"technical_artifact"
"3",114027084,0.8889,3,1,0.5556,15.777551,0.444,"technical_artifact"
"3",119378815,0.3611,1,2e-05,0.02778,49.924642,0,"true_variant"
"3",121206234,1,1,0.04724,0,23.864638,0,"true_variant"
"3",126730864,0.1667,1,6e-04,0.08333,26.576582,0,"true_variant"
"3",134872961,0.1765,1,0.48749,0,30.679591,0,"true_variant"
"3",148459128,0.4286,1,0.09019,0,59.805515,0,"technical_artifact"
"3",167507127,0.5455,1,0.00969,0.09091,9.670871,0,"technical_artifact"
"3",167766136,0,1,0.77314,0,7.445908,0,"technical_artifact"
"3",183209683,0.4444,2,0.33312,0.3333,11.680764,0,"true_variant"
"4",946310,0.1667,1,0.34886,0.4444,20.520291,0.111,"technical_artifact"
"4",70066376,0.1827,1,0.38954,0.4712,100,0,"true_variant"
"4",73933679,0.75,2,1,0.25,5.125081,0,"technical_artifact"
"4",73956883,0.6964,1,0,0.1071,75.325609,0,"technical_artifact"
"4",81123031,0.2,3,0.74861,0.6,4.954922,0,"technical_artifact"
"4",141448595,1,1,0.09016,0,9.220658,0,"technical_artifact"
"4",146033407,1,1,0.99122,0.6667,12.179334,0,"technical_artifact"
"4",152609918,0.8333,1.5,0.83335,0.3333,6.399997,0.167,"technical_artifact"
"4",155457889,0.6,1,0.64,0,9.437136,0,"technical_artifact"
"4",187005228,0.6667,2,0.01506,0.2222,24.344079,0.111,"true_variant"
"5",2752771,0.18,1,0,0.06,54.279795,0,"technical_artifact"
"5",5463030,0,1,0.41502,0,4.005624,0,"technical_artifact"
"5",50680407,0.2,1,0.75548,0,25.990511,0,"technical_artifact"
"5",131819537,0.375,1,0.80488,0,18.63122,0,"true_variant"
"5",137906686,0.2353,1,0.64338,0.02941,67.396377,0,"technical_artifact"
"5",140242665,0.1765,1,0.91069,0.02941,74.92612,0,"true_variant"
"5",148637828,0.5833,2,0.84899,0.25,14.560046,0,"true_variant"
"5",149206120,0.1818,1,1,0.09091,13.60574,0,"technical_artifact"
"5",167988433,0.375,1,0.66152,0.125,13.644392,0,"technical_artifact"
"5",169508898,0.7333,1,0.04906,0.1333,17.173034,0,"true_variant"
"6",2892298,0.25,1,1,0.08333,16.255747,0,"true_variant"
"6",5609622,0.375,1,0.74061,0.8438,74.49466,0,"true_variant"
"6",7987532,0.1739,1,0.46978,0,48.000289,0,"true_variant"
"6",10410434,0.6111,2,0,0.4722,46.607141,0,"true_variant"
"6",11011100,0,2,1,0,6.38052,0,"true_variant"
"6",26597243,0.3333,1,0.79773,0,4.181993,0,"technical_artifact"
"6",31915044,0.375,1,0.99104,0,62.865979,0,"true_variant"
"6",32036279,0.4286,1,0.66387,0,12.403148,0,"technical_artifact"
"6",39880049,0.6786,2,0.00068,0.4286,26.891016,0.0714,"technical_artifact"
"6",41029151,0.2222,1,0.65546,0,14.506671,0,"technical_artifact"
"6",43395606,0,1,0.76971,0,5.306559,0,"technical_artifact"
"6",90333710,0.6667,1,0.7526,0.1667,5.207612,0.167,"technical_artifact"
"6",96034889,1,2,0.87879,0.375,14.503205,0,"technical_artifact"
"6",107088154,0.3333,2.5,0.47125,0.3333,7.219701,0,"true_variant"
"6",136710664,0.7,2,0.0304,0.6,7.880338,0.4,"technical_artifact"
"6",136710685,1,1,0.79735,0,5.723472,0.2,"technical_artifact"
"6",152629786,0.8,1,0.95174,0,7.948356,0,"technical_artifact"
"6",165746431,0.6667,2,1,0.3333,8.163009,0.167,"true_variant"
"6",165848824,0.2857,2,0.36767,0.09524,24.086938,0,"true_variant"
"6",168347531,0.4286,1,0.52624,0,22.162277,0,"technical_artifact"
"7",716807,0.5882,2,0.66991,0.4706,20.795288,0.0588,"true_variant"
"7",23353160,0.4118,1,0.58555,0,33.670874,0,"technical_artifact"
"7",26247985,0.6667,1,0.93714,0,5.508751,0,"technical_artifact"
"7",39446381,0.3333,1,0.77454,0,4.108232,0,"technical_artifact"
"7",48285693,0.3333,1,1,0.1667,12.67058,0,"true_variant"
"7",61821964,0.5556,1,0.70624,1,16.387584,0,"true_variant"
"7",75028240,0.0962,2,0.01863,0.5192,116.763705,0,"technical_artifact"
"7",77973089,0.2,1,0.44439,0,23.286091,0,"true_variant"
"7",100225803,0.6744,2,0,0.2093,60.486646,0,"true_variant"
"7",106898908,0.4,2,1,0.2,7.062483,0,"technical_artifact"
"7",106898910,0.3333,2,1,0,4.106506,0,"technical_artifact"
"7",117513439,0.6667,1,0.91397,0,5.563347,0,"technical_artifact"
"7",130353847,0.3739,1,0,0.01739,146.526663,0,"true_variant"
"7",135376187,0.1667,2,0.28391,0.1667,5.986258,0,"true_variant"
"7",138126219,0.4167,1,0.85724,0.25,24.294258,0,"technical_artifact"
"7",138482956,0.3333,1,0.8871,0,6.110795,0,"technical_artifact"
"7",141951956,0.25,1,0.84906,0,17.95393,0,"true_variant"
"7",142008352,0.25,2.5,0.98154,0.75,9.062744,0,"true_variant"
"7",143815957,0.2278,1,0.05347,0.3924,170.536803,0.203,"technical_artifact"
"7",151932897,0.2759,1,0.13742,0.4483,137.590544,0,"technical_artifact"
"8",10555216,0.6203,2,6e-05,0.2278,93.474695,0,"technical_artifact"
"8",11113726,0.3333,2,0.68391,0,5.946202,0,"technical_artifact"
"8",21938616,0.8889,1,0.00041,0.05556,25.430494,0,"true_variant"
"8",24187412,0,2,1,0.1667,12.344136,0,"technical_artifact"
"8",37623087,0.8382,1,0,0.05882,75.637429,0,"technical_artifact"
"8",62550938,0.9,1,0.21437,0.1,11.648342,0.2,"technical_artifact"
"8",120744193,0.5417,1,0.00133,0.1667,26.953499,0,"technical_artifact"
"8",130764085,0.5862,2,0.02198,0.2414,27.539845,0.0345,"technical_artifact"
"8",144811231,0.6545,1,0,0.1455,69.889698,0,"true_variant"
"8",145535883,0.5,2,0.35747,0.5,11.068263,0,"true_variant"
"9",12775979,0.5,1,0.95254,0,7.366081,0,"technical_artifact"
"9",43400864,0.7778,2,0.61128,0.1111,20.337964,0.111,"technical_artifact"
"9",99154801,0.5714,1,0.00271,0.04762,49.818016,0.0238,"technical_artifact"
"9",131020223,0.75,2,0.3077,0.3333,9.398065,0.0833,"technical_artifact"
"9",139342115,0.5714,1,0.51838,0,7.030547,0,"true_variant"
"X",48676710,0.3333,1,0.92622,0,5.62036,0,"technical_artifact"
"X",48858653,0.7778,1,0.34633,0,9.74998,0,"true_variant"
"X",62875598,0.1765,1,0.72707,0.05882,27.731806,0,"technical_artifact"
"X",76709720,0.25,1,0.94765,0,8.418705,0,"technical_artifact"
"X",153580594,0.6667,1,0.82392,0,5.183318,0,"technical_artifact"
"X",153678173,0.1579,1,0.00043,0.05263,21.03214,0,"true_variant"
"1",2523124,0.5,2,0.45897,0.2143,15.216925,0,"true_variant"
"1",2523129,0.375,3,0.65739,0.375,7.837616,0,"technical_artifact"
"1",16974423,0.381,1,0.92878,0.4048,84.188566,0,"technical_artifact"
"1",17087309,0.1613,1,0.66696,0.09677,71.733074,0,"true_variant"
"1",24124693,0.8667,2,0.00091,0.2,18.363568,0,"true_variant"
"1",27706584,0.4706,1,0.00021,0.05882,20.4255,0,"technical_artifact"
"1",43916128,0.3,1,0,0.1,45.966817,0,"true_variant"
"1",44457973,0.3778,2,0,0.2889,49.958358,0,"technical_artifact"
"1",53692689,0.875,2,1,0.5,10.448741,0,"true_variant"
"1",56673371,0,1,0.72059,0,5.629873,0,"technical_artifact"
"1",61872279,0.3,1,0.01441,0,10.60958,0,"technical_artifact"
"1",62738888,0.8889,1,0.00351,0.05556,23.432389,0,"true_variant"
"1",107600308,0.4062,1,6e-05,0.09375,44.047722,0,"true_variant"
"1",110199232,0.2778,1,0.93874,0.3889,29.893443,0.222,"true_variant"
"1",112028340,0.6154,3,0.64804,0.3846,16.699136,0,"true_variant"
"1",120612034,0.6667,2,0.16716,0,12.404213,1,"technical_artifact"
"1",145281780,0.4167,1,0.73024,0.25,27.758925,0,"technical_artifact"
"1",145532054,0.6,2,0.50434,0.2,18.43575,0,"technical_artifact"
"1",150444562,0.6,2,0,0.2429,91.796678,0.0143,"true_variant"
"1",151992695,0.5833,1,1,0,22.609868,0,"true_variant"
"1",153914262,0.8571,2,0.82353,0.2857,8.695151,0.143,"true_variant"
"1",154227292,1,1,0.67571,0.1667,11.905285,0,"technical_artifact"
"1",154304168,1,1,0.85069,0.08333,12.132211,0,"technical_artifact"
"1",154897567,0.7436,2,0.00019,0.2308,48.477943,0.0769,"true_variant"
"1",155167457,0.5,2,0.13684,0,6.679922,0,"true_variant"
"1",167871297,0.5,1,0.31217,0.3,5.796564,0.1,"technical_artifact"
"1",202123259,0.5714,2,0.418,0,6.134722,0,"true_variant"
"1",205549757,0.6207,2,0.02384,0.2759,36.367039,0,"true_variant"
"1",205549763,0.7297,2,0.0032,0.1892,49.348379,0,"true_variant"
"1",209796305,0.5926,2,3e-05,0.03704,65.1657,0,"true_variant"
